,lat,lng,desc,zip,title,timeStamp,twp,addr,e,Reason,Injury,Hour,Month,Day of Week,Date
84,40.2304548,-75.63398149999999,WORTH BLVD & TYSON ST;  CHESTER COUNTY; Station 3A84; 2015-12-10 @ 20:50:14;,19465.0,EMS: MEDICAL ALERT ALARM,2015-12-10 20:52:02,CHESTER COUNTY,WORTH BLVD & TYSON ST,1,EMS, MEDICAL ALERT ALARM,20,12,Thu,2015-12-10
85,40.0348666,-75.3276061,MONTGOMERY AVE & THORNBROOK AVE;  LOWER MERION; Station 313; 2015-12-10 @ 20:49:08;,19010.0,EMS: RESPIRATORY EMERGENCY,2015-12-10 20:52:02,LOWER MERION,MONTGOMERY AVE & THORNBROOK AVE,1,EMS, RESPIRATORY EMERGENCY,20,12,Thu,2015-12-10
86,40.0167386,-75.26515959999999,PENN VALLEY RD & MANOR RD;  LOWER MERION; Station 313; 2015-12-10 @ 20:53:30;,19072.0,EMS: ABDOMINAL PAINS,2015-12-10 20:57:01,LOWER MERION,PENN VALLEY RD & MANOR RD,1,EMS, ABDOMINAL PAINS,20,12,Thu,2015-12-10
87,40.414248799999996,-75.5090155,BLOMMER DR & GRAVEL PIKE; UPPER HANOVER; 2015-12-10 @ 21:01:26-Station:STA38;,18041.0,Fire: FIRE ALARM,2015-12-10 21:07:01,UPPER HANOVER,BLOMMER DR & GRAVEL PIKE,1,Fire, FIRE ALARM,21,12,Thu,2015-12-10
88,40.0809133,-75.20266509999999,STENTON AVE & E EVERGREEN AVE;  SPRINGFIELD; Station 311; 2015-12-10 @ 21:10:36;,19038.0,EMS: RESPIRATORY EMERGENCY,2015-12-10 21:12:01,SPRINGFIELD,STENTON AVE & E EVERGREEN AVE,1,EMS, RESPIRATORY EMERGENCY,21,12,Thu,2015-12-10
89,40.2372576,-75.2204062,HILLSIDE CT & NESHAMINY FALLS CIR;  MONTGOMERY; Station 345A; 2015-12-10 @ 21:12:35;,19454.0,EMS: UNRESPONSIVE SUBJECT,2015-12-10 21:17:02,MONTGOMERY,HILLSIDE CT & NESHAMINY FALLS CIR,1,EMS, UNRESPONSIVE SUBJECT,21,12,Thu,2015-12-10
90,40.250015600000005,-75.5921595,N PLEASANT VIEW RD & WELSH DR; LOWER POTTSGROVE; 2015-12-10 @ 21:19:21;,19464.0,Traffic: ROAD OBSTRUCTION -,2015-12-10 21:22:00,LOWER POTTSGROVE,N PLEASANT VIEW RD & WELSH DR,1,Traffic, ROAD OBSTRUCTION -,21,12,Thu,2015-12-10
91,40.2469315,-75.6439204,CHESTNUT ST & N FRANKLIN ST; POTTSTOWN; 2015-12-10 @ 21:24:47-Station:STA69;,19464.0,Fire: PUMP DETAIL,2015-12-10 21:27:01,POTTSTOWN,CHESTNUT ST & N FRANKLIN ST,1,Fire, PUMP DETAIL,21,12,Thu,2015-12-10
92,40.230284000000005,-75.3540007,BUSTARD RD & KRIEBEL RD; TOWAMENCIN; 2015-12-10 @ 21:31:19;,19438.0,Traffic: VEHICLE ACCIDENT -,2015-12-10 21:37:01,TOWAMENCIN,BUSTARD RD & KRIEBEL RD,1,Traffic, VEHICLE ACCIDENT -,21,12,Thu,2015-12-10
93,40.085487,-75.0977084,FOX CHASE RD & LOS ANGELES AVE; ROCKLEDGE; 2015-12-10 @ 21:36:01-Station:STA9;,19046.0,Fire: FIRE INVESTIGATION,2015-12-10 21:41:00,ROCKLEDGE,FOX CHASE RD & LOS ANGELES AVE,1,Fire, FIRE INVESTIGATION,21,12,Thu,2015-12-10
94,40.234417799999996,-75.3513217,BUSTARD RD & OLD MORRIS RD; TOWAMENCIN; 2015-12-10 @ 21:31:19;,19438.0,Traffic: VEHICLE ACCIDENT -,2015-12-10 21:47:01,TOWAMENCIN,BUSTARD RD & OLD MORRIS RD,1,Traffic, VEHICLE ACCIDENT -,21,12,Thu,2015-12-10
95,40.0830785,-75.1011171,SHELMIRE ST & CEDAR RD; ABINGTON; 2015-12-10 @ 21:47:14;,19027.0,Traffic: DISABLED VEHICLE -,2015-12-10 21:52:01,ABINGTON,SHELMIRE ST & CEDAR RD,1,Traffic, DISABLED VEHICLE -,21,12,Thu,2015-12-10
96,40.27630429999999,-75.56502359999999,SWAMP PIKE & SANATOGA RD; NEW HANOVER; 2015-12-10 @ 21:56:14;,19525.0,Traffic: DISABLED VEHICLE -,2015-12-10 22:01:01,NEW HANOVER,SWAMP PIKE & SANATOGA RD,1,Traffic, DISABLED VEHICLE -,22,12,Thu,2015-12-10
97,40.0953195,-75.1934818,CHELTENHAM AVE & DELPHINE RD; SPRINGFIELD; 2015-12-10 @ 21:58:11;,19038.0,Traffic: VEHICLE ACCIDENT -,2015-12-10 22:02:01,SPRINGFIELD,CHELTENHAM AVE & DELPHINE RD,1,Traffic, VEHICLE ACCIDENT -,22,12,Thu,2015-12-10
98,40.151475899999994,-75.3966243,MARK LN & IVY CIR;  LOWER PROVIDENCE; Station 322; 2015-12-10 @ 22:03:14;,19403.0,EMS: CVA/STROKE,2015-12-10 22:07:02,LOWER PROVIDENCE,MARK LN & IVY CIR,1,EMS, CVA/STROKE,22,12,Thu,2015-12-10
99,40.127611,-75.3799147,HEMLOCK RD & SHIRLEY LN;  WEST NORRITON; Station 308B; 2015-12-10 @ 22:24:21;,19403.0,EMS: FALL VICTIM,2015-12-10 22:27:01,WEST NORRITON,HEMLOCK RD & SHIRLEY LN,1,EMS, FALL VICTIM,22,12,Thu,2015-12-10
